District,Urban/Rural,Age_years,Male,Female,Total,County,Province,OBJECTID
KAJIADO NORTH,Rural,8,2102,2104,4206,Kajiado,RIFT VALLEY,23706
KAJIADO NORTH,Rural,9,2088,2029,4117,Kajiado,RIFT VALLEY,23707
KAJIADO NORTH,Rural,10,2457,2418,4875,Kajiado,RIFT VALLEY,23708
KAJIADO NORTH,Rural,11,1543,1642,3185,Kajiado,RIFT VALLEY,23709
KAJIADO NORTH,Rural,12,2163,1945,4108,Kajiado,RIFT VALLEY,23710
KAJIADO NORTH,Rural,13,1721,1709,3430,Kajiado,RIFT VALLEY,23711
KAJIADO NORTH,Rural,14,1723,1656,3379,Kajiado,RIFT VALLEY,23712
KAJIADO NORTH,Rural,15,1776,1569,3345,Kajiado,RIFT VALLEY,23713
KAJIADO NORTH,Rural,16,1565,1549,3114,Kajiado,RIFT VALLEY,23714
KAJIADO NORTH,Rural,17,1610,1397,3007,Kajiado,RIFT VALLEY,23715
KAJIADO NORTH,Rural,18,1758,1714,3472,Kajiado,RIFT VALLEY,23716
KAJIADO NORTH,Rural,19,1355,1376,2731,Kajiado,RIFT VALLEY,23717
KAJIADO NORTH,Rural,20,1935,2161,4096,Kajiado,RIFT VALLEY,23718
KAJIADO NORTH,Rural,21,1269,1367,2636,Kajiado,RIFT VALLEY,23719
KAJIADO NORTH,Rural,22,1465,1759,3224,Kajiado,RIFT VALLEY,23720
KAJIADO NORTH,Rural,23,1331,1463,2794,Kajiado,RIFT VALLEY,23721
KAJIADO NORTH,Rural,24,1425,1470,2895,Kajiado,RIFT VALLEY,23722
KAJIADO NORTH,Rural,25,1828,1809,3637,Kajiado,RIFT VALLEY,23723
KAJIADO NORTH,Rural,26,1272,1229,2501,Kajiado,RIFT VALLEY,23724
KAJIADO NORTH,Rural,27,1212,1139,2351,Kajiado,RIFT VALLEY,23725
KAJIADO NORTH,Rural,28,1332,1250,2582,Kajiado,RIFT VALLEY,23726
KAJIADO NORTH,Rural,29,984,900,1884,Kajiado,RIFT VALLEY,23727
KAJIADO NORTH,Rural,30,1693,1739,3432,Kajiado,RIFT VALLEY,23728
KAJIADO NORTH,Rural,31,784,660,1444,Kajiado,RIFT VALLEY,23729
KAJIADO NORTH,Rural,32,1134,1067,2201,Kajiado,RIFT VALLEY,23730
KAJIADO NORTH,Rural,33,660,552,1212,Kajiado,RIFT VALLEY,23731
KAJIADO NORTH,Rural,34,743,675,1418,Kajiado,RIFT VALLEY,23732
KAJIADO NORTH,Rural,35,1511,1358,2869,Kajiado,RIFT VALLEY,23733
KAJIADO NORTH,Rural,36,781,728,1509,Kajiado,RIFT VALLEY,23734
KAJIADO NORTH,Rural,37,755,645,1400,Kajiado,RIFT VALLEY,23735
KAJIADO NORTH,Rural,38,794,787,1581,Kajiado,RIFT VALLEY,23736
KAJIADO NORTH,Rural,39,612,575,1187,Kajiado,RIFT VALLEY,23737
KAJIADO NORTH,Rural,40,1285,1226,2511,Kajiado,RIFT VALLEY,23738
KAJIADO NORTH,Rural,41,537,460,997,Kajiado,RIFT VALLEY,23739
KAJIADO NORTH,Rural,42,667,580,1247,Kajiado,RIFT VALLEY,23740
KAJIADO NORTH,Rural,43,466,377,843,Kajiado,RIFT VALLEY,23741
KAJIADO NORTH,Rural,44,403,343,746,Kajiado,RIFT VALLEY,23742
KAJIADO NORTH,Rural,45,825,783,1608,Kajiado,RIFT VALLEY,23743
KAJIADO NORTH,Rural,46,484,398,882,Kajiado,RIFT VALLEY,23744
KAJIADO NORTH,Rural,47,405,324,729,Kajiado,RIFT VALLEY,23745
KAJIADO NORTH,Rural,48,442,412,854,Kajiado,RIFT VALLEY,23746
KAJIADO NORTH,Rural,49,372,333,705,Kajiado,RIFT VALLEY,23747
KAJIADO NORTH,Rural,50,707,685,1392,Kajiado,RIFT VALLEY,23748
KAJIADO NORTH,Rural,51,235,185,420,Kajiado,RIFT VALLEY,23749
KAJIADO NORTH,Rural,52,303,274,577,Kajiado,RIFT VALLEY,23750
KAJIADO NORTH,Rural,53,204,194,398,Kajiado,RIFT VALLEY,23751
KAJIADO NORTH,Rural,54,272,218,490,Kajiado,RIFT VALLEY,23752
KAJIADO NORTH,Rural,55,415,384,799,Kajiado,RIFT VALLEY,23753
KAJIADO NORTH,Rural,56,244,201,445,Kajiado,RIFT VALLEY,23754
KAJIADO NORTH,Rural,57,233,174,407,Kajiado,RIFT VALLEY,23755
KAJIADO NORTH,Rural,58,204,160,364,Kajiado,RIFT VALLEY,23756
KAJIADO NORTH,Rural,59,183,136,319,Kajiado,RIFT VALLEY,23757
KAJIADO NORTH,Rural,60,428,501,929,Kajiado,RIFT VALLEY,23758
KAJIADO NORTH,Rural,61,159,137,296,Kajiado,RIFT VALLEY,23759
KAJIADO NORTH,Rural,62,178,151,329,Kajiado,RIFT VALLEY,23760
KAJIADO NORTH,Rural,63,142,104,246,Kajiado,RIFT VALLEY,23761
KAJIADO NORTH,Rural,64,141,127,268,Kajiado,RIFT VALLEY,23762
KAJIADO NORTH,Rural,65,236,272,508,Kajiado,RIFT VALLEY,23763
KAJIADO NORTH,Rural,66,100,103,203,Kajiado,RIFT VALLEY,23764
KAJIADO NORTH,Rural,67,99,94,193,Kajiado,RIFT VALLEY,23765
KAJIADO NORTH,Rural,68,103,86,189,Kajiado,RIFT VALLEY,23766
KAJIADO NORTH,Rural,69,99,100,199,Kajiado,RIFT VALLEY,23767
KAJIADO NORTH,Rural,70,272,309,581,Kajiado,RIFT VALLEY,23768
KAJIADO NORTH,Rural,71,73,46,119,Kajiado,RIFT VALLEY,23769
KAJIADO NORTH,Rural,72,70,74,144,Kajiado,RIFT VALLEY,23770
KAJIADO NORTH,Rural,73,50,54,104,Kajiado,RIFT VALLEY,23771
KAJIADO NORTH,Rural,74,58,72,130,Kajiado,RIFT VALLEY,23772
KAJIADO NORTH,Rural,75,124,125,249,Kajiado,RIFT VALLEY,23773
KAJIADO NORTH,Rural,76,48,53,101,Kajiado,RIFT VALLEY,23774
KAJIADO NORTH,Rural,77,35,43,78,Kajiado,RIFT VALLEY,23775
KAJIADO NORTH,Rural,78,44,50,94,Kajiado,RIFT VALLEY,23776
KAJIADO NORTH,Rural,79,38,45,83,Kajiado,RIFT VALLEY,23777
KAJIADO NORTH,Rural,80+,521,761,1282,Kajiado,RIFT VALLEY,23778
KAJIADO NORTH,Rural,Age NS,38,36,74,Kajiado,RIFT VALLEY,23779
KAKAMEGA CENTRAL,Rural,0,3758,3941,7699,Kakamega,WESTERN,23780
KAKAMEGA CENTRAL,Rural,1,3677,3636,7313,Kakamega,WESTERN,23781
KAKAMEGA CENTRAL,Rural,2,4062,4105,8167,Kakamega,WESTERN,23782
KAKAMEGA CENTRAL,Rural,3,3868,4000,7868,Kakamega,WESTERN,23783
KAKAMEGA CENTRAL,Rural,4,3665,3665,7330,Kakamega,WESTERN,23784
KAKAMEGA CENTRAL,Rural,5,3776,3773,7549,Kakamega,WESTERN,23785
KAKAMEGA CENTRAL,Rural,6,3368,3410,6778,Kakamega,WESTERN,23786
KAKAMEGA CENTRAL,Rural,7,3055,3200,6255,Kakamega,WESTERN,23787
KAKAMEGA CENTRAL,Rural,8,3110,3180,6290,Kakamega,WESTERN,23788
KAKAMEGA CENTRAL,Rural,9,3075,3174,6249,Kakamega,WESTERN,23789
KAKAMEGA CENTRAL,Rural,10,3099,3083,6182,Kakamega,WESTERN,23790
KAKAMEGA CENTRAL,Rural,11,2525,2586,5111,Kakamega,WESTERN,23791
KAKAMEGA CENTRAL,Rural,12,2825,2767,5592,Kakamega,WESTERN,23792
KAKAMEGA CENTRAL,Rural,13,2650,2760,5410,Kakamega,WESTERN,23793
KAKAMEGA CENTRAL,Rural,14,2474,2415,4889,Kakamega,WESTERN,23794
KAKAMEGA CENTRAL,Rural,15,2495,2514,5009,Kakamega,WESTERN,23795
KAKAMEGA CENTRAL,Rural,16,2279,2326,4605,Kakamega,WESTERN,23796
KAKAMEGA CENTRAL,Rural,17,2357,2282,4639,Kakamega,WESTERN,23797
KAKAMEGA CENTRAL,Rural,18,2143,2148,4291,Kakamega,WESTERN,23798
KAKAMEGA CENTRAL,Rural,19,1883,2026,3909,Kakamega,WESTERN,23799
KAKAMEGA CENTRAL,Rural,20,2076,2374,4450,Kakamega,WESTERN,23800
KAKAMEGA CENTRAL,Rural,21,1565,1861,3426,Kakamega,WESTERN,23801
KAKAMEGA CENTRAL,Rural,22,1602,2085,3687,Kakamega,WESTERN,23802
KAKAMEGA CENTRAL,Rural,23,1533,1907,3440,Kakamega,WESTERN,23803
KAKAMEGA CENTRAL,Rural,24,1411,1716,3127,Kakamega,WESTERN,23804
KAKAMEGA CENTRAL,Rural,25,1442,1899,3341,Kakamega,WESTERN,23805
KAKAMEGA CENTRAL,Rural,26,1219,1452,2671,Kakamega,WESTERN,23806
KAKAMEGA CENTRAL,Rural,27,1244,1339,2583,Kakamega,WESTERN,23807
KAKAMEGA CENTRAL,Rural,28,1049,1274,2323,Kakamega,WESTERN,23808
KAKAMEGA CENTRAL,Rural,29,1030,1140,2170,Kakamega,WESTERN,23809
KAKAMEGA CENTRAL,Rural,30,1298,1592,2890,Kakamega,WESTERN,23810
KAKAMEGA CENTRAL,Rural,31,918,1036,1954,Kakamega,WESTERN,23811
KAKAMEGA CENTRAL,Rural,32,1059,1230,2289,Kakamega,WESTERN,23812
KAKAMEGA CENTRAL,Rural,33,922,1000,1922,Kakamega,WESTERN,23813
KAKAMEGA CENTRAL,Rural,34,913,972,1885,Kakamega,WESTERN,23814
KAKAMEGA CENTRAL,Rural,35,1012,1264,2276,Kakamega,WESTERN,23815
KAKAMEGA CENTRAL,Rural,36,735,929,1664,Kakamega,WESTERN,23816
KAKAMEGA CENTRAL,Rural,37,792,782,1574,Kakamega,WESTERN,23817
KAKAMEGA CENTRAL,Rural,38,725,771,1496,Kakamega,WESTERN,23818
KAKAMEGA CENTRAL,Rural,39,719,753,1472,Kakamega,WESTERN,23819
KAKAMEGA CENTRAL,Rural,40,872,1119,1991,Kakamega,WESTERN,23820
KAKAMEGA CENTRAL,Rural,41,603,680,1283,Kakamega,WESTERN,23821
KAKAMEGA CENTRAL,Rural,42,520,733,1253,Kakamega,WESTERN,23822
KAKAMEGA CENTRAL,Rural,43,566,638,1204,Kakamega,WESTERN,23823
KAKAMEGA CENTRAL,Rural,44,499,623,1122,Kakamega,WESTERN,23824
KAKAMEGA CENTRAL,Rural,45,722,868,1590,Kakamega,WESTERN,23825
KAKAMEGA CENTRAL,Rural,46,556,657,1213,Kakamega,WESTERN,23826
KAKAMEGA CENTRAL,Rural,47,537,649,1186,Kakamega,WESTERN,23827
KAKAMEGA CENTRAL,Rural,48,490,564,1054,Kakamega,WESTERN,23828
KAKAMEGA CENTRAL,Rural,49,484,619,1103,Kakamega,WESTERN,23829
KAKAMEGA CENTRAL,Rural,50,610,805,1415,Kakamega,WESTERN,23830
KAKAMEGA CENTRAL,Rural,51,468,480,948,Kakamega,WESTERN,23831
KAKAMEGA CENTRAL,Rural,52,468,494,962,Kakamega,WESTERN,23832
KAKAMEGA CENTRAL,Rural,53,441,498,939,Kakamega,WESTERN,23833
KAKAMEGA CENTRAL,Rural,54,406,482,888,Kakamega,WESTERN,23834
KAKAMEGA CENTRAL,Rural,55,515,535,1050,Kakamega,WESTERN,23835
KAKAMEGA CENTRAL,Rural,56,393,443,836,Kakamega,WESTERN,23836
KAKAMEGA CENTRAL,Rural,57,356,421,777,Kakamega,WESTERN,23837
KAKAMEGA CENTRAL,Rural,58,255,272,527,Kakamega,WESTERN,23838
KAKAMEGA CENTRAL,Rural,59,344,380,724,Kakamega,WESTERN,23839
KAKAMEGA CENTRAL,Rural,60,398,493,891,Kakamega,WESTERN,23840
KAKAMEGA CENTRAL,Rural,61,284,286,570,Kakamega,WESTERN,23841
KAKAMEGA CENTRAL,Rural,62,250,262,512,Kakamega,WESTERN,23842
KAKAMEGA CENTRAL,Rural,63,280,252,532,Kakamega,WESTERN,23843
KAKAMEGA CENTRAL,Rural,64,228,257,485,Kakamega,WESTERN,23844
KAKAMEGA CENTRAL,Rural,65,266,322,588,Kakamega,WESTERN,23845
KAKAMEGA CENTRAL,Rural,66,216,290,506,Kakamega,WESTERN,23846
KAKAMEGA CENTRAL,Rural,67,216,240,456,Kakamega,WESTERN,23847
KAKAMEGA CENTRAL,Rural,68,161,182,343,Kakamega,WESTERN,23848
KAKAMEGA CENTRAL,Rural,69,170,171,341,Kakamega,WESTERN,23849
KAKAMEGA CENTRAL,Rural,70,195,290,485,Kakamega,WESTERN,23850
KAKAMEGA CENTRAL,Rural,71,143,149,292,Kakamega,WESTERN,23851
KAKAMEGA CENTRAL,Rural,72,141,145,286,Kakamega,WESTERN,23852
KAKAMEGA CENTRAL,Rural,73,173,177,350,Kakamega,WESTERN,23853
KAKAMEGA CENTRAL,Rural,74,123,130,253,Kakamega,WESTERN,23854
KAKAMEGA CENTRAL,Rural,75,119,144,263,Kakamega,WESTERN,23855
KAKAMEGA CENTRAL,Rural,76,110,145,255,Kakamega,WESTERN,23856
KAKAMEGA CENTRAL,Rural,77,121,136,257,Kakamega,WESTERN,23857
KAKAMEGA CENTRAL,Rural,78,80,116,196,Kakamega,WESTERN,23858
KAKAMEGA CENTRAL,Rural,79,86,115,201,Kakamega,WESTERN,23859
KAKAMEGA CENTRAL,Rural,80+,669,791,1460,Kakamega,WESTERN,23860
KAKAMEGA CENTRAL,Rural,Age NS,81,70,151,Kakamega,WESTERN,23861
KAKAMEGA SOUTH,Rural,0,1686,1679,3365,Kakamega,WESTERN,23862
KAKAMEGA SOUTH,Rural,1,1526,1566,3092,Kakamega,WESTERN,23863
KAKAMEGA SOUTH,Rural,2,1735,1770,3505,Kakamega,WESTERN,23864
KAKAMEGA SOUTH,Rural,3,1669,1756,3425,Kakamega,WESTERN,23865
KAKAMEGA SOUTH,Rural,4,1728,1614,3342,Kakamega,WESTERN,23866
KAKAMEGA SOUTH,Rural,5,1655,1636,3291,Kakamega,WESTERN,23867
KAKAMEGA SOUTH,Rural,6,1490,1664,3154,Kakamega,WESTERN,23868
KAKAMEGA SOUTH,Rural,7,1585,1568,3153,Kakamega,WESTERN,23869
KAKAMEGA SOUTH,Rural,8,1464,1489,2953,Kakamega,WESTERN,23870
KAKAMEGA SOUTH,Rural,9,1621,1601,3222,Kakamega,WESTERN,23871
KAKAMEGA SOUTH,Rural,10,1600,1635,3235,Kakamega,WESTERN,23872
KAKAMEGA SOUTH,Rural,11,1268,1302,2570,Kakamega,WESTERN,23873
KAKAMEGA SOUTH,Rural,12,1467,1549,3016,Kakamega,WESTERN,23874
KAKAMEGA SOUTH,Rural,13,1474,1532,3006,Kakamega,WESTERN,23875
KAKAMEGA SOUTH,Rural,14,1321,1337,2658,Kakamega,WESTERN,23876
KAKAMEGA SOUTH,Rural,15,1466,1394,2860,Kakamega,WESTERN,23877
KAKAMEGA SOUTH,Rural,16,1192,1261,2453,Kakamega,WESTERN,23878
KAKAMEGA SOUTH,Rural,17,1308,1334,2642,Kakamega,WESTERN,23879
KAKAMEGA SOUTH,Rural,18,1227,1175,2402,Kakamega,WESTERN,23880
KAKAMEGA SOUTH,Rural,19,1027,998,2025,Kakamega,WESTERN,23881
KAKAMEGA SOUTH,Rural,20,1034,1143,2177,Kakamega,WESTERN,23882
KAKAMEGA SOUTH,Rural,21,716,876,1592,Kakamega,WESTERN,23883
KAKAMEGA SOUTH,Rural,22,739,936,1675,Kakamega,WESTERN,23884
KAKAMEGA SOUTH,Rural,23,655,832,1487,Kakamega,WESTERN,23885
KAKAMEGA SOUTH,Rural,24,619,810,1429,Kakamega,WESTERN,23886
KAKAMEGA SOUTH,Rural,25,616,875,1491,Kakamega,WESTERN,23887
KAKAMEGA SOUTH,Rural,26,502,667,1169,Kakamega,WESTERN,23888
KAKAMEGA SOUTH,Rural,27,559,680,1239,Kakamega,WESTERN,23889
KAKAMEGA SOUTH,Rural,28,424,612,1036,Kakamega,WESTERN,23890
KAKAMEGA SOUTH,Rural,29,488,611,1099,Kakamega,WESTERN,23891
KAKAMEGA SOUTH,Rural,30,592,872,1464,Kakamega,WESTERN,23892
KAKAMEGA SOUTH,Rural,31,403,463,866,Kakamega,WESTERN,23893
KAKAMEGA SOUTH,Rural,32,452,619,1071,Kakamega,WESTERN,23894
KAKAMEGA SOUTH,Rural,33,392,492,884,Kakamega,WESTERN,23895
KAKAMEGA SOUTH,Rural,34,407,483,890,Kakamega,WESTERN,23896
KAKAMEGA SOUTH,Rural,35,505,740,1245,Kakamega,WESTERN,23897
KAKAMEGA SOUTH,Rural,36,342,441,783,Kakamega,WESTERN,23898
KAKAMEGA SOUTH,Rural,37,357,446,803,Kakamega,WESTERN,23899
KAKAMEGA SOUTH,Rural,38,337,440,777,Kakamega,WESTERN,23900
KAKAMEGA SOUTH,Rural,39,335,456,791,Kakamega,WESTERN,23901
KAKAMEGA SOUTH,Rural,40,444,740,1184,Kakamega,WESTERN,23902
KAKAMEGA SOUTH,Rural,41,265,394,659,Kakamega,WESTERN,23903
KAKAMEGA SOUTH,Rural,42,317,413,730,Kakamega,WESTERN,23904
KAKAMEGA SOUTH,Rural,43,274,417,691,Kakamega,WESTERN,23905
KAKAMEGA SOUTH,Rural,44,239,314,553,Kakamega,WESTERN,23906
KAKAMEGA SOUTH,Rural,45,376,560,936,Kakamega,WESTERN,23907
KAKAMEGA SOUTH,Rural,46,302,414,716,Kakamega,WESTERN,23908
KAKAMEGA SOUTH,Rural,47,272,469,741,Kakamega,WESTERN,23909
KAKAMEGA SOUTH,Rural,48,238,375,613,Kakamega,WESTERN,23910
KAKAMEGA SOUTH,Rural,49,320,388,708,Kakamega,WESTERN,23911
KAKAMEGA SOUTH,Rural,50,383,552,935,Kakamega,WESTERN,23912
KAKAMEGA SOUTH,Rural,51,263,330,593,Kakamega,WESTERN,23913
KAKAMEGA SOUTH,Rural,52,287,336,623,Kakamega,WESTERN,23914
KAKAMEGA SOUTH,Rural,53,272,305,577,Kakamega,WESTERN,23915
KAKAMEGA SOUTH,Rural,54,291,288,579,Kakamega,WESTERN,23916
KAKAMEGA SOUTH,Rural,55,331,386,717,Kakamega,WESTERN,23917
KAKAMEGA SOUTH,Rural,56,253,313,566,Kakamega,WESTERN,23918
KAKAMEGA SOUTH,Rural,57,311,349,660,Kakamega,WESTERN,23919
KAKAMEGA SOUTH,Rural,58,174,186,360,Kakamega,WESTERN,23920
KAKAMEGA SOUTH,Rural,59,237,251,488,Kakamega,WESTERN,23921
KAKAMEGA SOUTH,Rural,60,260,361,621,Kakamega,WESTERN,23922
KAKAMEGA SOUTH,Rural,61,218,201,419,Kakamega,WESTERN,23923
KAKAMEGA SOUTH,Rural,62,179,176,355,Kakamega,WESTERN,23924
KAKAMEGA SOUTH,Rural,63,166,193,359,Kakamega,WESTERN,23925
KAKAMEGA SOUTH,Rural,64,168,218,386,Kakamega,WESTERN,23926
KAKAMEGA SOUTH,Rural,65,160,226,386,Kakamega,WESTERN,23927
KAKAMEGA SOUTH,Rural,66,197,319,516,Kakamega,WESTERN,23928
KAKAMEGA SOUTH,Rural,67,155,169,324,Kakamega,WESTERN,23929
KAKAMEGA SOUTH,Rural,68,91,107,198,Kakamega,WESTERN,23930
KAKAMEGA SOUTH,Rural,69,124,178,302,Kakamega,WESTERN,23931
KAKAMEGA SOUTH,Rural,70,193,285,478,Kakamega,WESTERN,23932
KAKAMEGA SOUTH,Rural,71,120,135,255,Kakamega,WESTERN,23933
KAKAMEGA SOUTH,Rural,72,132,121,253,Kakamega,WESTERN,23934
KAKAMEGA SOUTH,Rural,73,145,123,268,Kakamega,WESTERN,23935
KAKAMEGA SOUTH,Rural,74,79,97,176,Kakamega,WESTERN,23936
KAKAMEGA SOUTH,Rural,75,114,121,235,Kakamega,WESTERN,23937
KAKAMEGA SOUTH,Rural,76,98,110,208,Kakamega,WESTERN,23938
KAKAMEGA SOUTH,Rural,77,114,126,240,Kakamega,WESTERN,23939
KAKAMEGA SOUTH,Rural,78,65,78,143,Kakamega,WESTERN,23940
KAKAMEGA SOUTH,Rural,79,93,109,202,Kakamega,WESTERN,23941
KAKAMEGA SOUTH,Rural,80+,522,785,1307,Kakamega,WESTERN,23942
KAKAMEGA SOUTH,Rural,Age NS,35,37,72,Kakamega,WESTERN,23943
KAKAMEGA NORTH,Rural,0,3853,3746,7599,Kakamega,WESTERN,23944
KAKAMEGA NORTH,Rural,1,3589,3472,7061,Kakamega,WESTERN,23945
KAKAMEGA NORTH,Rural,2,3961,3948,7909,Kakamega,WESTERN,23946
KAKAMEGA NORTH,Rural,3,3935,3774,7709,Kakamega,WESTERN,23947
KAKAMEGA NORTH,Rural,4,3501,3539,7040,Kakamega,WESTERN,23948
KAKAMEGA NORTH,Rural,5,3629,3646,7275,Kakamega,WESTERN,23949
KAKAMEGA NORTH,Rural,6,3292,3294,6586,Kakamega,WESTERN,23950
KAKAMEGA NORTH,Rural,7,3120,3177,6297,Kakamega,WESTERN,23951
KAKAMEGA NORTH,Rural,8,3100,3146,6246,Kakamega,WESTERN,23952
KAKAMEGA NORTH,Rural,9,2987,2997,5984,Kakamega,WESTERN,23953
KAKAMEGA NORTH,Rural,10,3072,2973,6045,Kakamega,WESTERN,23954
KAKAMEGA NORTH,Rural,11,2478,2554,5032,Kakamega,WESTERN,23955
KAKAMEGA NORTH,Rural,12,2704,2686,5390,Kakamega,WESTERN,23956
KAKAMEGA NORTH,Rural,13,2532,2638,5170,Kakamega,WESTERN,23957
KAKAMEGA NORTH,Rural,14,2354,2426,4780,Kakamega,WESTERN,23958
KAKAMEGA NORTH,Rural,15,2368,2373,4741,Kakamega,WESTERN,23959
KAKAMEGA NORTH,Rural,16,2232,2328,4560,Kakamega,WESTERN,23960
KAKAMEGA NORTH,Rural,17,2213,2280,4493,Kakamega,WESTERN,23961
KAKAMEGA NORTH,Rural,18,2112,2032,4144,Kakamega,WESTERN,23962
KAKAMEGA NORTH,Rural,19,1961,2083,4044,Kakamega,WESTERN,23963
KAKAMEGA NORTH,Rural,20,1954,2300,4254,Kakamega,WESTERN,23964
KAKAMEGA NORTH,Rural,21,1618,1973,3591,Kakamega,WESTERN,23965
KAKAMEGA NORTH,Rural,22,1671,2072,3743,Kakamega,WESTERN,23966
KAKAMEGA NORTH,Rural,23,1580,1822,3402,Kakamega,WESTERN,23967
KAKAMEGA NORTH,Rural,24,1491,1703,3194,Kakamega,WESTERN,23968
KAKAMEGA NORTH,Rural,25,1492,1847,3339,Kakamega,WESTERN,23969
KAKAMEGA NORTH,Rural,26,1192,1469,2661,Kakamega,WESTERN,23970
KAKAMEGA NORTH,Rural,27,1241,1449,2690,Kakamega,WESTERN,23971
KAKAMEGA NORTH,Rural,28,985,1260,2245,Kakamega,WESTERN,23972
KAKAMEGA NORTH,Rural,29,1128,1241,2369,Kakamega,WESTERN,23973
KAKAMEGA NORTH,Rural,30,1227,1503,2730,Kakamega,WESTERN,23974
KAKAMEGA NORTH,Rural,31,991,1081,2072,Kakamega,WESTERN,23975
KAKAMEGA NORTH,Rural,32,1143,1216,2359,Kakamega,WESTERN,23976
KAKAMEGA NORTH,Rural,33,1014,1086,2100,Kakamega,WESTERN,23977
KAKAMEGA NORTH,Rural,34,1002,1068,2070,Kakamega,WESTERN,23978
KAKAMEGA NORTH,Rural,35,1048,1255,2303,Kakamega,WESTERN,23979
KAKAMEGA NORTH,Rural,36,929,870,1799,Kakamega,WESTERN,23980
KAKAMEGA NORTH,Rural,37,846,844,1690,Kakamega,WESTERN,23981
KAKAMEGA NORTH,Rural,38,724,713,1437,Kakamega,WESTERN,23982
KAKAMEGA NORTH,Rural,39,706,722,1428,Kakamega,WESTERN,23983
KAKAMEGA NORTH,Rural,40,835,981,1816,Kakamega,WESTERN,23984
KAKAMEGA NORTH,Rural,41,592,673,1265,Kakamega,WESTERN,23985
KAKAMEGA NORTH,Rural,42,578,656,1234,Kakamega,WESTERN,23986
KAKAMEGA NORTH,Rural,43,559,619,1178,Kakamega,WESTERN,23987
KAKAMEGA NORTH,Rural,44,517,597,1114,Kakamega,WESTERN,23988
KAKAMEGA NORTH,Rural,45,723,763,1486,Kakamega,WESTERN,23989
KAKAMEGA NORTH,Rural,46,557,641,1198,Kakamega,WESTERN,23990
KAKAMEGA NORTH,Rural,47,559,727,1286,Kakamega,WESTERN,23991
KAKAMEGA NORTH,Rural,48,498,496,994,Kakamega,WESTERN,23992
KAKAMEGA NORTH,Rural,49,641,658,1299,Kakamega,WESTERN,23993
KAKAMEGA NORTH,Rural,50,549,662,1211,Kakamega,WESTERN,23994
KAKAMEGA NORTH,Rural,51,472,574,1046,Kakamega,WESTERN,23995
KAKAMEGA NORTH,Rural,52,441,485,926,Kakamega,WESTERN,23996
KAKAMEGA NORTH,Rural,53,441,509,950,Kakamega,WESTERN,23997
KAKAMEGA NORTH,Rural,54,411,454,865,Kakamega,WESTERN,23998
KAKAMEGA NORTH,Rural,55,457,515,972,Kakamega,WESTERN,23999
KAKAMEGA NORTH,Rural,56,388,406,794,Kakamega,WESTERN,24000
KAKAMEGA NORTH,Rural,57,403,472,875,Kakamega,WESTERN,24001
KAKAMEGA NORTH,Rural,58,249,253,502,Kakamega,WESTERN,24002
KAKAMEGA NORTH,Rural,59,341,337,678,Kakamega,WESTERN,24003
KAKAMEGA NORTH,Rural,60,360,346,706,Kakamega,WESTERN,24004
KAKAMEGA NORTH,Rural,61,339,328,667,Kakamega,WESTERN,24005
KAKAMEGA NORTH,Rural,62,282,217,499,Kakamega,WESTERN,24006
KAKAMEGA NORTH,Rural,63,224,243,467,Kakamega,WESTERN,24007
KAKAMEGA NORTH,Rural,64,226,237,463,Kakamega,WESTERN,24008
KAKAMEGA NORTH,Rural,65,216,287,503,Kakamega,WESTERN,24009
KAKAMEGA NORTH,Rural,66,234,335,569,Kakamega,WESTERN,24010
KAKAMEGA NORTH,Rural,67,181,224,405,Kakamega,WESTERN,24011
KAKAMEGA NORTH,Rural,68,132,144,276,Kakamega,WESTERN,24012
KAKAMEGA NORTH,Rural,69,131,191,322,Kakamega,WESTERN,24013
KAKAMEGA NORTH,Rural,70,192,217,409,Kakamega,WESTERN,24014
KAKAMEGA NORTH,Rural,71,114,143,257,Kakamega,WESTERN,24015
KAKAMEGA NORTH,Rural,72,152,145,297,Kakamega,WESTERN,24016
KAKAMEGA NORTH,Rural,73,152,170,322,Kakamega,WESTERN,24017
KAKAMEGA NORTH,Rural,74,115,117,232,Kakamega,WESTERN,24018
KAKAMEGA NORTH,Rural,75,110,162,272,Kakamega,WESTERN,24019
KAKAMEGA NORTH,Rural,76,81,128,209,Kakamega,WESTERN,24020
KAKAMEGA NORTH,Rural,77,127,171,298,Kakamega,WESTERN,24021
KAKAMEGA NORTH,Rural,78,75,93,168,Kakamega,WESTERN,24022
KAKAMEGA NORTH,Rural,79,84,102,186,Kakamega,WESTERN,24023
KAKAMEGA NORTH,Rural,80+,604,810,1414,Kakamega,WESTERN,24024
KAKAMEGA NORTH,Rural,Age NS,34,31,65,Kakamega,WESTERN,24025
KAKAMEGA EAST,Rural,0,2627,2646,5273,Kakamega,WESTERN,24026
KAKAMEGA EAST,Rural,1,2322,2394,4716,Kakamega,WESTERN,24027
KAKAMEGA EAST,Rural,2,2688,2735,5423,Kakamega,WESTERN,24028
KAKAMEGA EAST,Rural,3,2532,2687,5219,Kakamega,WESTERN,24029
KAKAMEGA EAST,Rural,4,2524,2462,4986,Kakamega,WESTERN,24030
KAKAMEGA EAST,Rural,5,2583,2532,5115,Kakamega,WESTERN,24031
KAKAMEGA EAST,Rural,6,2383,2394,4777,Kakamega,WESTERN,24032
KAKAMEGA EAST,Rural,7,2359,2350,4709,Kakamega,WESTERN,24033
